fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,tasty
-0.5283596117263187,0.9618766712454476,-1.3914722776605752,-0.4532184067380512,-0.24370668659232994,-0.4661925171277335,-0.3791326888959121,0.5582744625309729,1.288642916709892,-0.5792065221278776,-0.960246106894752,0
-0.2985474337867381,1.9674424541409123,-1.3914722776605752,0.0434161447934977,0.22387519619714352,0.8726382318679612,0.6243632277859998,0.028260767740937574,-0.7199332966852555,0.1289504006827337,-0.5847771110397104,0
-0.2985474337867381,1.297065265543936,-1.1860704292930375,-0.16942723443430907,0.09635286452728704,-0.08366944598610641,0.2290466545476709,0.1342635066989329,-0.3311766102216806,-0.04808883001991929,-0.5847771110397104,0
1.6548560786997,-1.3844434888439687,1.4841535994849522,-0.4532184067380512,-0.264960408537306,0.1075920895847071,0.41150045758074577,0.6642772014889682,-0.9791044209943072,-0.4611803683261096,-0.5847771110397104,1
-0.5283596117263187,0.9618766712454476,-1.3914722776605752,-0.4532184067380512,-0.24370668659232994,-0.4661925171277335,-0.3791326888959121,0.5582744625309729,1.288642916709892,-0.5792065221278776,-0.960246106894752,0
-0.5283596117263187,0.7384176083797893,-1.3914722776605752,-0.5241661998139866,-0.264960408537306,-0.2749309815569199,-0.1966788858628372,0.5582744625309729,1.288642916709892,-0.5792065221278776,-0.960246106894752,0
-0.2410943893018425,0.40322901408130096,-1.0833695051092689,-0.6660617859658576,-0.3924827402071622,-0.08366944598610641,0.38109149040856666,-0.18374471017511187,-0.07200548591262876,-1.1693372911367206,-0.960246106894752,0
-0.5858126562112143,0.6825528426633746,-1.3914722776605752,-0.9498529582695998,-0.4774976279870665,-0.08366944598610641,-0.774449262134241,-1.1377693607971284,0.5111295437827393,-1.1103242142358365,-0.3970426131121905,1
-0.2985474337867381,0.2914994826484715,-1.2887713534768064,-0.3822706136621156,-0.30746785242725816,-0.6574540526985471,-0.8656761636507785,0.028260767740937574,0.31675120055094896,-0.520193445226994,-0.8663788579309919,1
-0.4709065672414237,-0.1554186430828458,0.4571443576472635,2.5265889024512407,-0.3499752963172104,0.1075920895847071,1.6886770788122702,0.5582744625309729,0.2519584194736875,0.8371073234933449,0.07229363170661092,0
-0.9305309231205856,0.2914994826484715,-0.9806685809255,-0.5241661998139866,0.20262147425216745,-0.08366944598610641,0.5635452934416415,-0.4487515575701001,-0.2015910480671547,-0.6972326759296462,-1.1479806048222734,0
-0.4709065672414237,-0.1554186430828458,0.4571443576472635,2.5265889024512407,-0.3499752963172104,0.1075920895847071,1.6886770788122702,0.5582744625309729,0.2519584194736875,0.8371073234933449,0.07229363170661092,0
-1.5625144124544337,0.48702616265592297,-1.3914722776605752,-0.6660617859658576,0.0325916986923591,0.011961321799300349,0.38109149040856666,-1.29677346923418,1.742192384250734,-0.8152588297314148,-0.4909098620759504,0
-0.2985474337867381,0.4590937797977157,0.0976911230040726,-0.6660617859658576,0.5639347473167605,-0.6574540526985471,-0.5311775247568079,0.3462689846149235,-0.3311766102216806,5.322101167960549,-1.2418478537860334,0
0.3334360555471099,0.5149585455141305,-0.4671639600066559,0.8947896617047238,1.8816655079052769,3.4546689620739435,2.996262667215974,0.982285418363013,-0.9791044209943072,1.3092119387004189,-1.1479806048222734,0
0.3334360555471099,0.5149585455141305,-0.41581349791477146,0.9657374547806594,1.7541431762354198,3.359038194288537,3.0874895687325115,0.982285418363013,-0.9143116399170458,1.6042773232048406,-1.1479806048222734,0
0.10362387760752874,-1.3844434888439687,1.4841535994849522,-0.5241661998139866,0.09635286452728704,1.8289459097220289,1.7190860459844493,0.08126213721993522,-0.07200548591262876,0.5420419389889234,0.07229363170661092,1
-0.12618830033205244,0.1797699512156426,0.04634066091218842,-0.5951139928899222,5.96238012134068,0.011961321799300349,0.2898645888920292,0.028260767740937574,-1.3030683263806235,3.66973501473579,-1.0541133558585118,0
-0.5283596117263187,0.3473642483648862,-0.9806685809255,1.3204764201603374,-0.03116946714256943,-0.9443463560547672,-0.5311775247568079,0.3462689846149235,0.4463367627054749,-0.9332849835331836,-1.335715102749793,0
-0.2410943893018425,-1.1609844259783102,1.2274012890255301,-0.5241661998139866,5.388529628826326,0.1075920895847071,0.2898645888920292,0.08126213721993522,-1.7566177939214629,2.4894734767181053,-1.1479806048222734,1
0.3334360555471099,-1.7196320831424572,1.0733499027498763,-0.5241661998139866,-0.22245296464735387,1.2551613030095885,0.41150045758074577,0.028260767740937574,0.5111295437827393,-0.7562457528305305,-0.960246106894752,1
-0.41345352275652864,-0.7699310659634073,0.2003920471878415,-0.16942723443430907,-0.11618435492247375,0.6813766962971477,0.7459990964747164,0.7702799404469636,1.3534356977871564,-0.04808883001991929,-0.6786443600034721,0
-0.2410943893018425,-0.5464720030977487,-0.31311257373100265,-0.6660617859658576,0.3939049717569519,-0.5618232849131403,-0.2879057873793747,-0.07774197121705773,-0.9143116399170458,1.4862511694030718,-0.8663788579309919,0
0.10362387760752874,-0.21128340879926052,-0.8266171946498468,-0.16942723443430907,-0.0736769110325213,-0.6574540526985471,0.6243632277859998,0.028260767740937574,-0.9143116399170458,-0.7562457528305305,-0.960246106894752,0
-0.8156248341507949,-0.7140663002469926,-0.6725658083741934,-0.09847944135837347,-0.052423189087545216,0.4901151607263342,-0.1966788858628372,0.028260767740937574,0.7703006680917912,-0.16611498382168793,-0.6786443600034721,1
-1.1603431010601668,-0.7699310659634073,-0.5698648841904247,-0.8079573721177288,-0.15869179881242562,-0.4661925171277335,-0.7136313277898828,-0.6607570354860908,0.18716563839642308,-0.5792065221278776,-1.0541133558585118,0
-0.41345352275652864,-0.6582015345305782,-0.15906118745534942,-0.5241661998139866,-0.15869179881242562,-1.1356078916255807,-1.0785389338560325,-0.2897474491331072,-0.2015910480671547,-0.4021672914252252,-0.8663788579309919,0
-0.2410943893018425,-0.5464720030977487,-0.31311257373100265,-0.6660617859658576,0.3939049717569519,-0.5618232849131403,-0.2879057873793747,-0.07774197121705773,-0.9143116399170458,1.4862511694030718,-0.8663788579309919,0
-0.7007187451810049,1.0177414369618625,-1.3914722776605752,-0.4532184067380512,-0.15869179881242562,-0.17930021377151314,-0.3487237217237329,0.24026624565692814,1.029471792400843,-0.6382195990287619,-0.960246106894752,0
-0.2985474337867381,0.6546204598051673,-1.3914722776605752,-0.3822706136621156,-0.11618435492247375,-0.7530848204839538,-0.9264940979951368,-0.18374471017511187,0.4463367627054749,-0.4021672914252252,-0.5847771110397104,1
-0.9305309231205856,0.8222147569544115,-1.0320190430173843,-0.09847944135837347,0.0325916986923591,0.1075920895847071,1.080497735368687,-0.5017529270490978,0.2519584194736875,-0.6972326759296462,-0.3031753641484305,0
-0.8156248341507949,0.8780795226708262,-1.3914722776605752,-0.027531648282437888,0.3726512498119758,0.5857459285117409,-0.2879057873793747,-0.07774197121705773,0.9646790113235786,-0.520193445226994,0.16616088067037088,1
-0.011282211362261345,0.7104852255215821,-0.7752667325579624,-0.16942723443430907,-0.09493063297749738,-0.08366944598610641,2.023175717706241,-0.07774197121705773,-0.9143116399170458,0.010924246880965044,-0.5847771110397104,0
-0.8156248341507949,0.4311613969395083,-0.7752667325579624,5.790187383944273,-0.30746785242725816,2.3070997486490628,1.1109067025408663,1.3532950047159966,0.8998862302463171,-0.8152588297314148,-0.960246106894752,1
