feature_1,feature_2,feature_3,feature_4,is_fake
1.121805652033338,1.1494551248181706,-0.9759700687379482,0.3545613471728644,0
1.447065676466304,1.064452932268327,-0.8950362609743231,-0.12876744422695516,0
1.2078097091267244,-0.7773521450042769,0.1222183781607962,0.6180731698446104,0
1.0637423565324835,1.2954775398120573,-1.2553971153872978,-1.1440288266405212,0
-0.0367717514526753,-1.0870382962852296,0.7367304212780139,0.09658696758017367,0
1.3846036464578102,1.320874224572287,-1.2436527773521977,-0.9383863790185079,0
1.1111079297107562,0.1858810423582205,-0.15521723725651482,0.8360284530663119,0
0.5836116875545116,-1.4884081840261003,1.6400232031950663,0.28067957223073,0
0.974571210593596,0.6539129664059771,-0.499268316299401,0.27575158118445114,0
0.38774483739829696,1.2365708669722213,-0.8516796928921746,0.2172632314139299,0
0.2783395127242632,1.1685111607657797,-0.8381481729821678,0.1834005528427847,0
1.2514099655664566,-0.7889937125822883,0.23139894360963265,0.9782497985275193,0
0.5157304166326039,0.9783939649163794,-0.28866169792648505,-0.913770230507144,0
-0.7075048651281179,1.5205023936406192,0.26658553740649393,-0.8306371641612224,0
1.0452324817243326,1.1596819777417533,-1.0187231728103878,0.2948398093047719,0
1.4930236546021318,-0.9053923436075306,0.4855501323138754,1.2706867860361193,0
0.7876073990808458,0.19469318062737412,-0.2381471182830225,0.8464938871916461,0
0.13013734969284066,0.1576549282891326,0.6838344798116239,0.8538787317450554,0
0.35688331609269136,-1.1593421464549587,1.6119853368978314,-0.4365883342191564,0
1.69212797335597,1.5518988321160174,-1.3347294225097728,-1.3853813543080338,0
1.8837016586327275,1.0172048717613753,-0.9324046092678236,0.3354731190525436,0
-0.03678582740309976,-1.0870382962852296,0.7367304212780139,0.09658696758017367,0
1.232513002121633,1.404461702467702,-1.2118316559171736,-1.345338451217014,0
0.17669003673410125,1.1868513170087376,-0.7150415150015922,-0.22294682866695112,0
1.4076178254017846,1.3575545370582034,-1.4105105760366548,-1.2173059108938853,0
0.09570405596703108,-1.2647980448519676,1.6105927276446574,-0.7998312684419719,0
0.2496597637344474,-0.9653557912494698,0.9702013625726241,0.2646719336823343,0
-0.2871054917762973,1.1025479594086722,0.17750496551180134,-1.2135920625691534,0
2.1569862361234144,1.3459129694801921,-1.3482609424197798,-0.9685256865769092,0
1.568365179248998,-0.9000914248421404,0.46944228528549703,1.0866132267615871,0
-0.23994050089157315,-0.3579949274463116,0.8144844379135585,0.6408514395696326,0
0.3711352158974465,0.2906210610505787,0.4434004922511445,0.8003183730208129,0
1.3594428850741065,0.9706386014493296,-0.8785106311699924,0.1095187779006504,0
-0.4922519122498304,1.2764385486193208,0.07726030943749773,-1.7480053138100606,0
-0.7213696762962007,-0.189754674475942,1.5702070593026134,0.8569593213169803,0
0.7056853676105497,0.7703115974312194,-0.5117971575471225,0.2381940996645984,0
0.7933081590027479,0.6983486423589432,-0.43264588962756,0.2375798862878157,0
1.1243745129857998,-0.1890490216242148,0.053400270899784316,0.9369975140589588,0
1.4548074491997516,0.2165616011289682,-0.8130812064250371,0.7085767967119231,0
1.0721527369110924,1.3258172034853521,-1.1957238088887951,-1.0695137929455802,0
1.3151740209892129,1.1589831427919752,-1.0258951104642338,0.2831411870818664,0
-0.2251924238343562,1.243985335341819,-1.184188362241671,-2.6752294455514565,0
-0.15505615046457566,1.2563257378696089,-0.4201170483798385,-0.367644073011313,0
0.1867437843247643,0.6676680835881956,0.21489652395952152,0.5989873223962927,0
0.8524271507854357,0.8514275858701018,-0.50861504540362,0.7978519968256704,0
-0.4295400341213017,1.3028920081816546,-1.2032903191643731,-3.005238198611928,0
0.5808316873456827,0.8016909911517452,-0.2120960411869822,-0.4864872194027336,0
-0.4295400341213017,1.3028920081816546,-1.2032903191643731,-3.005238198611928,0
1.223363634345741,0.7061040058259935,-0.8938293329549056,0.24250311599008856,0
0.4226883843269928,0.23243026791539384,0.3429701549430843,0.6088380670104437,0
1.3689441516106098,-1.1600409814047368,0.4730166490353101,0.2923734331096294,0
1.6990603789400116,0.3513003883971686,-0.6858199308391592,1.0484272478329335,0
0.9541610824781444,0.6651965941316632,-0.4437821216221076,-0.14414658536655006,0
0.7443590414017247,0.7205750027128627,-0.5937452490501426,-0.021637204090458308,0
1.5809631548788798,0.6091193506006854,-0.8993997699676014,0.3262361116807745,0
1.5458084686938176,-0.1908131537535328,0.05558202539642351,1.1327982636204326,0
0.7494615734305877,0.8274456157643008,-0.4682456241695296,0.7510622692780545,0
1.890845203473136,0.5262307076550485,-0.8439275013828397,0.7763069151982194,0
0.9515218417735604,-1.0281316234453943,0.7363358486562813,1.038585549772394,0
-0.42812892009125053,1.6086749105967737,-0.4117637138762169,-2.7891207941765686,0
0.8636527212489342,-0.2514771408207373,0.7411171404255118,0.4512213918400209,0
0.022139620061251912,0.614403224611203,0.0884011834628892,0.3428627249499589,0
1.345965162542696,1.597749222723413,-1.2746847535437569,-1.5017486018162998,0
0.4786402872641795,-0.5181184681463312,0.03429831397708191,0.4432175725658231,0
