planned_minutes,actual_minutes
-1.9498695011803036,3.2303954459741093
-1.7809602622368437,3.9311859677717944
-1.5398849502786212,7.4041924334152664
-1.1503853676333702,9.23035188446859
-1.120250358292542,7.204204229996673
-1.1170214194851085,11.782509282923664
-1.0066885998825075,11.836246201876964
-0.5406616789999844,17.368927016055498
-0.5041826000288742,16.93861313250751
-0.3746870665409687,27.06425301237925
-0.31211844400893773,21.774584082618762
-0.20228689039040357,26.692477497579738
-0.003337746832984665,28.395704153601226
0.012013791135757484,25.926262829283466
0.020940743148075706,30.568334699587346
0.04642393061003528,27.624784846594906
0.05494758011249099,35.224846415689385
0.07161486097490471,32.96352031387003
0.23708384601534577,32.857948646411984
0.2669645799742368,43.91717872382125
0.2929606562718853,32.73113402976355
0.5681626742046223,39.925748848068665
0.6981554910811375,42.08484960685124
0.7930273542545128,44.928941251909116
0.820697221054071,45.56220615458762
1.123857097931851,58.125492715559616
1.2619077008856148,60.73373207020565
1.4625992654261664,67.75722965333212
1.647020695650568,70.28164812289494
2.223957397060183,90.49596567615076
